timestamp_ns,tx,ty,tz,qx,qy,qz,qw
1403715275962142976,0.879372345993,2.183502901341,0.948796963932,0.824291345384,0.107452423850,0.551603841392,-0.068781950355
1403715276012142848,0.879657174569,2.183494050887,0.948754395768,0.824236180947,0.107270246927,0.551715000077,-0.068835825210
1403715276062142976,0.880272836528,2.183228422845,0.948680119657,0.824440060255,0.107352879859,0.551411266801,-0.068699061694
1403715276112143104,0.879321887265,2.182657162485,0.947067748068,0.824641712093,0.107415882925,0.551101544555,-0.068665583533
1403715276162142976,0.881512319789,2.188563499945,0.950149909185,0.824567912249,0.107332732201,0.551215115962,-0.068770187018
1403715276212142848,0.876068637230,2.177283615891,0.946644609763,0.824630315675,0.107454172737,0.551105315596,-0.068712257656
1403715276262142976,0.883593271709,2.186560694567,0.948617476413,0.824665686433,0.107347522977,0.551070332471,-0.068735024562
1403715276312143104,0.878805891454,2.183000265412,0.949141815574,0.824689554379,0.107426400818,0.551003757860,-0.068859030856
1403715276362142976,0.880380108987,2.182858548168,0.948452183325,0.824766624426,0.107420622465,0.550895814130,-0.068808626467
1403715276412143104,0.880504420847,2.182989404793,0.948015255123,0.824865242222,0.107464047535,0.550736419150,-0.068834637230
1403715276462142976,0.880491764979,2.182934757501,0.948052805075,0.824807289590,0.107466826379,0.550831156509,-0.068766658254
1403715276512142848,0.879886134851,2.182950565484,0.948536921293,0.824541629839,0.107468171319,0.551193497538,-0.069046513939
1403715276562142976,0.880156828291,2.182601772462,0.948748645377,0.824622379981,0.107382130732,0.551096889667,-0.068987148317
1403715276612143104,0.880493612765,2.182737893566,0.948189176162,0.824767979007,0.107361266520,0.550895840118,-0.068884777684
1403715276662142976,0.880578798024,2.182791067974,0.948079871426,0.824786578893,0.107316758419,0.550870618588,-0.068933114083
1403715276712142848,0.880298901742,2.182912864633,0.948046167087,0.824675167721,0.107413379596,0.551023447050,-0.068894081231
1403715276762142976,0.880102277378,2.182769333762,0.948474990308,0.824560637468,0.107374367306,0.551180418240,-0.069069869930
1403715276812143104,0.880240659896,2.182784086954,0.948594522341,0.824674147432,0.107343945535,0.551013321530,-0.069095205412
1403715276862142976,0.880629259023,2.182700272048,0.948865762295,0.824746561215,0.107276935309,0.550917490875,-0.069099111152
1403715276912143104,0.880478789035,2.182975250955,0.948790426400,0.824605043258,0.107251436752,0.551126952283,-0.069157316426
1403715276962142976,0.880342812756,2.183337297627,0.948329064871,0.824452848540,0.107338815586,0.551352185079,-0.069040909704
1403715277012142848,0.880177792741,2.183167292494,0.948668857185,0.824440217141,0.107209932466,0.551372191808,-0.069231964023
1403715277062142976,0.880627078089,2.182815488808,0.948699060855,0.824618291745,0.107171844275,0.551116845197,-0.069203263320
1403715277112143104,0.880365816767,2.182830621863,0.948866832293,0.824480126599,0.107214881014,0.551317842561,-0.069181837256
1403715277162142976,0.880283977124,2.182927343800,0.949120561284,0.824540278042,0.107288826613,0.551210512258,-0.069205554304
1403715277212142848,0.879822312162,2.182906234994,0.949620770895,0.824597870652,0.107078268355,0.551130091947,-0.069485379135
1403715277262142976,0.879976988705,2.182753378104,0.949800608262,0.824560226601,0.107076263933,0.551222382017,-0.069202543110
1403715277312143104,0.880505651430,2.182727397783,0.948783047441,0.824797484938,0.106915847257,0.550895063854,-0.069229611201
1403715277362142976,0.880454127410,2.182834380245,0.948765114140,0.824741531873,0.107090077081,0.550974977093,-0.068990547261
1403715277412143104,0.880507979177,2.183025625106,0.948383908081,0.824731721338,0.107034415703,0.550986123230,-0.069105091582
1403715277462142976,0.880938776860,2.183055874959,0.948120803339,0.824724336318,0.106925987336,0.551000973328,-0.069242542627
1403715277512142848,0.880800296984,2.183040449102,0.948764805730,0.824699672467,0.106842944372,0.551049696253,-0.069276747396
1403715277562142976,0.880402942593,2.183100395730,0.949468615403,0.824526262361,0.107010243432,0.551284843281,-0.069211791240
1403715277612143104,0.880157732462,2.183245468501,0.949014616657,0.824695555031,0.106979055936,0.551014211796,-0.069397849397
1403715277662142976,0.880189490649,2.182883256142,0.949476686204,0.824595962740,0.106745540236,0.551174832393,-0.069664854905
1403715277712142848,0.880116522211,2.182414236119,0.950560041426,0.824684489944,0.106733785532,0.551018528007,-0.069871116107
1403715277762142976,0.880209706084,2.182297205646,0.951045185735,0.824669015157,0.106653164318,0.551039524628,-0.070011143963
1403715277812143104,0.880103959217,2.182359410828,0.950631407185,0.824635710657,0.106927314604,0.551073601330,-0.069716425744
1403715277862142976,0.880453729590,2.182260924044,0.950128652950,0.824930709620,0.106461489706,0.550688136883,-0.069984651394
1403715277912143104,0.880145423343,2.182597535379,0.950150711207,0.824791898364,0.106874628284,0.550882607684,-0.069458554367
1403715277962142976,0.879988363692,2.182808761126,0.950363276748,0.824722170111,0.106715063252,0.550960722464,-0.069910798194
