timestamp_sec,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,optimized_roll_deg,optimized_pitch_deg,optimized_yaw_deg,gt_roll_deg,gt_pitch_deg,gt_yaw_deg
1403715275.962143,178.1913295356472,-67.87674125207207,-177.30506730911375,178.1913295356472,-67.87674125207207,-177.30506730911375,-174.32482464303496,-67.7198095866906,4.217778289612429
1403715276.0121431,178.22960894011908,-67.8934143726177,-177.35433133672834,178.22960894011908,-67.8934143726177,-177.35433133672834,-174.28141259180296,-67.72982371993392,4.16739177919931
1403715276.062143,178.19901821538645,-67.84916549959738,-177.32731868393736,178.19901821538645,-67.84916549959738,-177.32731868393736,-174.3206892492421,-67.69814913309582,4.205713981128608
1403715276.1121435,178.19765225622749,-67.80617777000644,-177.32255791265885,178.19765225622749,-67.80617777000644,-177.32255791265885,-174.32167191433243,-67.65818350102535,4.2127710738402095
1403715276.162143,178.2331004869009,-67.82153527912202,-177.35721488988355,178.2331004869009,-67.82153527912202,-177.35721488988355,-174.27120198949407,-67.67204449045319,4.162313036775736
1403715276.2121432,178.2038966925789,-67.80532861260728,-177.32238269788192,178.2038966925789,-67.80532861260728,-177.32238269788192,-174.30736206864265,-67.65876783691857,4.201108613778569
1403715276.2621434,178.23007852199694,-67.80448460063108,-177.35016347528395,178.23007852199694,-67.80448460063108,-177.35016347528395,-174.27240797370797,-67.65495686393224,4.165635493767719
1403715276.312143,178.24077339043856,-67.80120811734795,-177.35404010520563,178.24077339043856,-67.80120811734795,-177.35404010520563,-174.26838178253863,-67.64602501919913,4.162753434524362
1403715276.362143,178.23603835677162,-67.78664424449367,-177.34609579051022,178.23603835677162,-67.78664424449367,-177.34609579051022,-174.26398395144537,-67.6383116734884,4.1584909381528385
1403715276.4121432,178.2409130182749,-67.76132791376179,-177.34779837040202,178.2409130182749,-67.76132791376179,-177.34779837040202,-174.25180956556918,-67.63130565282299,4.149009986994594
1403715276.462143,178.2157712036,-67.76917730386623,-177.3301691580474,178.2157712036,-67.76917730386623,-177.3301691580474,-174.2588884222234,-67.64159007047668,4.1549984309931505
1403715276.5121431,178.26081738944342,-67.82047201060587,-177.35395235435104,178.26081738944342,-67.82047201060587,-177.35395235435104,-174.20652664686406,-67.68916412137868,4.118155061220613
1403715276.562143,178.26317108912704,-67.80317301226334,-177.3683787188366,178.26317108912704,-67.80317301226334,-177.3683787188366,-174.22279143782262,-67.67485576199196,4.124717222519274
1403715276.6121435,178.2503297583564,-67.77097991307006,-177.36492087900305,178.2503297583564,-67.77097991307006,-177.36492087900305,-174.22902881946163,-67.64938365861572,4.132047713318711
1403715276.662143,178.26912649119012,-67.76619257415226,-177.3829118733969,178.26912649119012,-67.76619257415226,-177.3829118733969,-174.21795329277975,-67.64799838675263,4.123154410302068
