timestamp_ns,px,py,pz,qx,qy,qz,qw
1403715275952142848,0.0,0.0,0.0,0.010685589028155645,-0.8295510255883499,2.8823796772185476e-05,0.5583286785591682
1403715275957143040,-8.520777439423953e-07,-4.924402131834105e-07,-1.1833118616816742e-07,0.010691681326799813,-0.8295320438823679,3.2700937007138426e-05,0.5583567632378031
1403715275962142976,-4.136402533352938e-06,-3.6821563307022296e-06,-5.018986485009967e-06,0.010697773322105244,-0.8295130620851187,3.657789233060122e-05,0.5583848459066353
1403715275967143168,-9.836849803390248e-06,-9.569304397868805e-06,-1.4702040468463252e-05,0.010718903942913652,-0.8295339422965122,4.639901217476393e-05,0.5583534199083955
1403715275972142848,-1.960490706450844e-05,-2.149636658653699e-05,-2.54971308510795e-05,0.010729508834300582,-0.8295463105593535,8.450858065622135e-05,0.5583348360400229
1403715275977143040,-3.195133683901869e-05,-3.1512906244636055e-05,-3.3773644101195126e-05,0.010721650415268232,-0.8295334178888873,0.00010818262923515842,0.5583541377248602
1403715275982142976,-4.747223171817096e-05,-3.4382078058799886e-05,-3.283185879687014e-05,0.01070727198610697,-0.8294959225562859,8.201291884514697e-05,0.5584101199503756
1403715275987142912,-6.303233089349395e-05,-3.676209023093128e-05,-2.4176842954018687e-05,0.010699132748875939,-0.8294855818169614,4.2705162939618075e-05,0.5584256407906679
1403715275992142848,-8.079735110619718e-05,-4.026868453940695e-05,-3.056665110851387e-05,0.010696956588570934,-0.8294909825458199,3.695582399947253e-05,0.5584176605634709
1403715275997143040,-0.00010313076300619116,-5.129482044818054e-05,-3.4560655996149404e-05,0.010680973253248191,-0.8294773174646516,8.295180849433116e-05,0.5584382595605415
1403715276002142976,-0.00012452336185463214,-6.210859688289421e-05,-4.237372416002288e-05,0.010634061627354141,-0.8294795799999042,0.00013895238244380215,0.5584357830482604
1403715276007142912,-0.00014499300438707412,-6.115234939202329e-05,-4.453587836639765e-05,0.010579002069657749,-0.8294580111146364,0.00010830791918966682,0.5584688718114527
