timestamp_sec,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,optimized_roll_deg,optimized_pitch_deg,optimized_yaw_deg,gt_roll_deg,gt_pitch_deg,gt_yaw_deg
1403715275.962143,178.1913295356472,-67.87674125207207,-177.30506730911375,nan,nan,nan,179.21779315738436,-67.54667666560778,-344.621707950913
1403715276.012143,178.22960894011908,-67.8934143726177,-177.35433133672834,nan,nan,nan,179.25089724404975,-67.55637642413403,-344.66071966130926
1403715276.062143,178.19901821538645,-67.84916549959738,-177.32731868393736,nan,nan,nan,179.22684232416296,-67.52137357624662,-344.63618279953334
1403715276.1121433,178.19765225622749,-67.80617777000644,-177.32255791265885,182.379110040918,-65.60779617360605,-180.14730462886865,179.24350250182457,-67.48230418704732,-344.64818807297326
1403715276.162143,178.2331004869009,-67.82153527912202,-177.35721488988355,182.379110040918,-65.60779617360605,-180.14730462886865,179.29978844832542,-67.4980217658066,-344.70571325849255
1403715276.212143,178.2038966925789,-67.80532861260728,-177.32238269788192,nan,nan,nan,179.27053248697393,-67.48357442807291,-344.67557733792216
1403715276.2621431,178.23007852199694,-67.80448460063108,-177.35016347528395,nan,nan,nan,179.30014148251294,-67.48126172900366,-344.7083928517361
1403715276.312143,178.24077339043856,-67.80120811734795,-177.35404010520563,nan,nan,nan,179.29579075834428,-67.47002360148213,-344.7055722591066
1403715276.362143,178.23603835677162,-67.78664424449367,-177.34609579051022,nan,nan,nan,179.30039883756504,-67.46132136684336,-344.7117125015215
1403715276.4121432,178.2409130182749,-67.76132791376179,-177.34779837040202,nan,nan,nan,179.3043110133268,-67.45129575752202,-344.7161209871534
1403715276.462143,178.2157712036,-67.76917730386623,-177.3301691580474,nan,nan,nan,179.2937770727408,-67.45930562920904,-344.70928083666445
1403715276.512143,178.26081738944342,-67.82047201060587,-177.35395235435104,nan,nan,nan,179.3403532542104,-67.50750485757709,-344.7423486681723
1403715276.562143,178.26317108912704,-67.80317301226334,-177.3683787188366,nan,nan,nan,179.3328207985389,-67.49262629948343,-344.7486003363394
1403715276.6121433,178.2503297583564,-67.77097991307006,-177.36492087900305,nan,nan,nan,179.330239673404,-67.46428956354886,-344.7497020346832
1403715276.662143,178.26912649119012,-67.76619257415226,-177.3829118733969,nan,nan,nan,179.34720537903658,-67.46115465662254,-344.7667582570509
1403715276.712143,178.23263147648476,-67.7840050726511,-177.34135917957542,nan,nan,nan,179.33204661993435,-67.47586442686986,-344.7468940087331
1403715276.7621431,178.27145578547285,-67.80745249083897,-177.36835734173,nan,nan,nan,179.38061415213738,-67.50180098577785,-344.78788358630766
1403715276.812143,178.2901136591118,-67.78413678275756,-177.38581860471416,nan,nan,nan,179.4034378298128,-67.47789987820586,-344.8152530391952
1403715276.862143,178.30549223543093,-67.7704260307169,-177.40501730147835,nan,nan,nan,179.4230182843468,-67.47195242413055,-344.8396056834182
1403715276.9121432,178.3104464914049,-67.79950504283019,-177.4064306467165,nan,nan,nan,179.4612368065754,-67.50292971209458,-344.87253410251043
1403715276.962143,178.25171432819684,-67.82727072621245,-177.34926447046033,nan,nan,nan,179.4581192128781,-67.53452543903435,-344.86971151838793
1403715277.012143,178.31608665820661,-67.83374139864272,-177.40711624363644,nan,nan,nan,179.51117698543482,-67.5467641383541,-344.920327457658
1403715277.062143,178.32568287368747,-67.7977171624835,-177.4201906913919,nan,nan,nan,179.52685724231898,-67.50915797419476,-344.9376458208377
1403715277.1121433,178.29692806425734,-67.82359709832592,-177.38928855746562,nan,nan,nan,179.53113709524663,-67.52255957658086,-344.93884918309413
1403715277.162143,178.28974058216698,-67.80856193864996,-177.37280393958378,nan,nan,nan,179.5299463817907,-67.51286469846796,-344.9303259173151
1403715277.212143,178.3925904239743,-67.80296217027342,-177.4686504402513,nan,nan,nan,179.61899072472073,-67.50366106722166,-345.01905737563504
1403715277.2621431,178.31126133362054,-67.80925462365907,-177.4102294582874,nan,nan,nan,179.5537687001818,-67.48866167633504,-344.9704372519199
1403715277.312143,178.3559115857996,-67.76525147606642,-177.46399037515013,nan,nan,nan,179.6128850197985,-67.46832410453831,-345.0377915433546
1403715277.362143,178.2564118848051,-67.77066317200837,-177.36897180430987,nan,nan,nan,179.53041801420662,-67.4596551572908,-344.95960334098055
1403715277.4121432,178.28567329630127,-67.77405337310498,-177.39289532370788,nan,nan,nan,179.5882482295086,-67.47744176489195,-345.01396945879947
1403715277.462143,178.3293123222245,-67.77854353728759,-177.4335787906874,nan,nan,nan,179.641355055245,-67.49027801535092,-345.0631588197987
1403715277.512143,178.3411856466114,-67.78549052250803,-177.44922642487262,nan,nan,nan,179.64964597755232,-67.47162818774869,-345.07455439063494
1403715277.562143,178.27374059810808,-67.81529242802266,-177.37361395488188,nan,nan,nan,179.59998368853073,-67.50305447567199,-345.01877158727575
1403715277.6121433,178.33005646699849,-67.78201340651391,-177.41560817096345,nan,nan,nan,179.66595101194676,-67.4813946283473,-345.0746940792003
1403715277.662143,178.41720351082498,-67.80957968040913,-177.49971736270007,nan,nan,nan,179.74479334795112,-67.49432955110588,-345.1534519095502
1403715277.712143,178.4687033605776,-67.79206582198569,-177.533988332277,nan,nan,nan,179.7458934735895,-67.49159257650595,-345.1495702082333
1403715277.7621431,178.50727716730182,-67.79721481971113,-177.56689903730128,nan,nan,nan,179.78464058568267,-67.50140635638085,-345.1863966117843
1403715277.812143,178.37835276123053,-67.79492533356454,-177.4387934908765,nan,nan,nan,179.67669911399733,-67.49740082838007,-345.0858513440219
1403715277.862143,178.53843278407575,-67.7482437596278,-177.61281690739395,nan,nan,nan,179.86479954468035,-67.44450485673715,-345.27844007202486
1403715277.9121432,178.32071316405094,-67.76334112703886,-177.4037800502668,nan,nan,nan,179.6838201766879,-67.45974916553318,-345.10483773870624
1403715277.962143,178.44682404531562,-67.78301353034442,-177.50447336404483,nan,nan,nan,179.80056574793804,-67.493397189202,-345.20844481138204
