timestamp_sec,raw_roll_deg,raw_pitch_deg,raw_yaw_deg,optimized_roll_deg,optimized_pitch_deg,optimized_yaw_deg,gt_roll_deg,gt_pitch_deg,gt_yaw_deg
1403715276.012143,178.22360799548593,-67.88952979008349,-177.34720694019694,nan,nan,nan,179.25089724404975,-67.55637642413402,-344.6607196613093
1403715276.062143,178.1930338482281,-67.84527981911039,-177.320211369118,nan,nan,nan,179.22684232416296,-67.52137357624663,-344.6361827995334
1403715276.1121433,178.1916796419145,-67.80229182868068,-177.31546322508302,nan,nan,nan,179.24350250182457,-67.48230418704732,-344.64818807297326
1403715276.162143,178.2302686555893,-67.81802826822396,-177.35299412777738,nan,nan,nan,179.29978844832542,-67.4980217658066,-344.70571325849255
1403715276.212143,178.20991383649846,-67.79383038222616,-177.32613384668554,187.49091386155783,-62.903408863380264,-178.1983136120404,179.27053248697393,-67.4835744280729,-344.6755773379221
1403715276.2621431,178.23576231899654,-67.80118647116932,-177.3515894190251,187.49091386155783,-62.903408863380264,-178.1983136120404,179.30014148251294,-67.48126172900366,-344.7083928517362
1403715276.312143,178.25063742190355,-67.79581671926604,-177.35874203508848,nan,nan,nan,179.29579075834428,-67.47002360148213,-344.7055722591066
1403715276.362143,178.2466920315744,-67.78424764350639,-177.35078195056613,nan,nan,nan,179.30039883756504,-67.46132136684336,-344.71171250152156
1403715276.4121432,178.25204570021438,-67.76140015725488,-177.35273443633264,nan,nan,nan,179.3043110133268,-67.45129575752202,-344.7161209871533
1403715276.462143,178.22722607820205,-67.77071375423694,-177.33508042790643,nan,nan,nan,179.2937770727408,-67.45930562920901,-344.70928083666445
1403715276.512143,178.27228280402795,-67.82356700336376,-177.35877061361342,nan,nan,nan,179.3403532542104,-67.50750485757709,-344.7423486681723
1403715276.562143,178.27507585263265,-67.8078774292907,-177.37351833031826,nan,nan,nan,179.3328207985389,-67.49262629948342,-344.74860033633934
