timestamp_ns,frame_index,visual_update_applied,structure_projection_enabled,experiment_fix_e_hat,experiment_force_sigma_r_zero,px,py,pz,vx,vy,vz,qx,qy,qz,qw,e_before_00,e_before_01,e_before_02,e_before_10,e_before_11,e_before_12,e_before_20,e_before_21,e_before_22,e_raw_00,e_raw_01,e_raw_02,e_raw_10,e_raw_11,e_raw_12,e_raw_20,e_raw_21,e_raw_22,e_projected_00,e_projected_01,e_projected_02,e_projected_10,e_projected_11,e_projected_12,e_projected_20,e_projected_21,e_projected_22,e_committed_00,e_committed_01,e_committed_02,e_committed_10,e_committed_11,e_committed_12,e_committed_20,e_committed_21,e_committed_22,theta_e_raw_deg,theta_e_committed_deg,epsilon_orth,epsilon_det,projection_correction,visual_dR_deg,visual_dp_m,visual_dv_mps,visual_dE_fro,sigma_r_raw_x,sigma_r_raw_y,sigma_r_raw_z,sigma_r_raw_norm,sigma_r_raw_max,sigma_r_raw_integral,sigma_r_applied_x,sigma_r_applied_y,sigma_r_applied_z,sigma_r_applied_norm,sigma_r_applied_max,sigma_r_applied_integral,sigma_sample_count,state_finite
1413393887355760640,1,0,1,0,1,0.000002446374,0.000008719283,-0.000004699807,0.001171921833,0.000718525939,-0.002021376183,-0.006799910390,-0.807425361854,-0.000189491609,0.589930513151,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,2,1
1413393887405760512,2,1,1,0,1,0.006798822975,0.001747195079,0.000775704723,0.084102310784,0.010968143050,0.007246701244,-0.006880879303,-0.807536915503,-0.000387166479,0.589776765990,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.006871669462,-0.000130154622,-0.001858252910,-0.000977851589,1.008543076484,0.000060840051,-0.001532328919,0.000204821820,1.006866054787,0.999999898410,0.000420671950,-0.000161912875,-0.000420683580,0.999999908935,-0.000071804768,0.000161882654,0.000071872875,0.999999984314,0.999999898410,0.000420671950,-0.000161912875,-0.000420683580,0.999999908935,-0.000071804768,0.000161882654,0.000071872875,0.999999984314,0.026152338235,0.026152338319,0.026469283639,0.022442735405,0.013181309170,0.000000000000,0.007109962861,0.088856362636,0.013197220487,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6,1
1413393887455760384,3,1,1,0,1,0.000199478462,0.002539209530,-0.002497622561,-0.054718636113,-0.017293656419,-0.055716078043,-0.006712845862,-0.807452409280,-0.000092413993,0.589894512525,0.999999898410,0.000420671950,-0.000161912875,-0.000420683580,0.999999908935,-0.000071804768,0.000161882654,0.000071872875,0.999999984314,1.001114724401,0.000274903751,0.004955564047,-0.000352359798,1.000352105500,-0.001824297686,-0.000785192496,0.000285418342,1.001356999611,0.999995841259,0.000314915212,0.002866756696,-0.000311894701,0.999999395882,-0.001054019696,-0.002867086891,0.001053121187,0.999995335363,0.999995841259,0.000314915212,0.002866756696,-0.000311894701,0.999999395882,-0.001054019696,-0.002867086891,0.001053121187,0.999995335363,0.175922336489,0.175922336481,0.007253570071,0.002830723635,0.003621293648,0.000000000000,0.011370334070,0.150721804299,0.005782442469,-0.000359228161,0.001133239017,0.003365433751,0.003569232393,0.003569232393,0.000178461449,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,5,1
1413393887505760512,4,1,1,0,1,0.002485792745,0.000951980658,-0.001365751387,-0.015939281529,-0.021580800685,-0.012262969819,-0.006487662004,-0.807427197558,0.000100716345,0.589931539029,0.999995841259,0.000314915212,0.002866756696,-0.000311894701,0.999999395882,-0.001054019696,-0.002867086891,0.001053121187,0.999995335363,0.998576499987,-0.000358595059,0.000178789621,0.000251678470,0.999011045268,0.000283123853,-0.001790862484,0.000209937614,0.997968880594,0.999999466633,-0.000305659867,0.000986562671,0.000305623563,0.999999952615,0.000036948984,-0.000986573918,-0.000036647448,0.999999512664,0.999999466633,-0.000305659867,0.000986562671,0.000305623563,0.999999952615,0.000036948984,-0.000986573918,-0.000036647448,0.999999512664,0.059214248343,0.059214248319,0.005842357919,0.004436918474,0.002924505819,0.000000000000,0.006447949653,0.058339625533,0.004330294874,-0.005267402952,-0.020068947846,0.002504219140,0.020899265897,0.020899265897,0.001044962298,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,7,1
1413393887555760384,5,1,1,0,1,0.001633137576,0.000503109504,-0.002179976222,-0.011958114621,0.005624822704,-0.020011216165,-0.006517201357,-0.807465738126,0.000229947615,0.589878423884,0.999999466633,-0.000305659867,0.000986562671,0.000305623563,0.999999952615,0.000036948984,-0.000986573918,-0.000036647448,0.999999512664,1.000393771493,-0.000348773014,0.001241879223,0.000307516609,1.000398718528,0.000049374666,-0.001134304746,-0.000093477909,1.000177578781,0.999999240834,-0.000328041985,0.001187737178,0.000327957169,0.999999943658,0.000071603877,-0.001187760600,-0.000071214295,0.999999292076,0.999999240834,-0.000328041985,0.001187737178,0.000327957169,0.999999943658,0.000071603877,-0.001187760600,-0.000071214295,0.999999292076,0.070718664764,0.070718664764,0.001190337374,0.000971887667,0.000595053169,0.000000000000,0.000397089727,0.004143009227,0.000662159711,0.000183840312,-0.006905994931,-0.002445097415,0.007328373941,0.007328373941,0.000366418348,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6,1
1413393887605760512,6,1,1,0,1,0.001574512105,0.000330967293,-0.002702787217,-0.006769166963,-0.015686637756,0.000537347934,-0.006640435477,-0.807317498432,-0.000469363646,0.590079775150,0.999999240834,-0.000328041985,0.001187737178,0.000327957169,0.999999943658,0.000071603877,-0.001187760600,-0.000071214295,0.999999292076,0.999810609657,0.000246736848,0.001095359138,-0.000294888575,0.999873235309,-0.000190768710,-0.001330508220,0.000322817076,0.999597085172,0.999999227301,0.000270986176,0.001213245202,-0.000270674530,0.999999930336,-0.000257026326,-0.001213314768,0.000256697732,0.999999230986,0.999999227301,0.000270986176,0.001213245202,-0.000270674530,0.999999930336,-0.000257026326,-0.001213314768,0.000256697732,0.999999230986,0.072731262694,0.072731262735,0.001001623666,0.000717327020,0.000500916281,0.000000000000,0.000714001209,0.004113077920,0.001088450885,0.000356850640,-0.008314277359,-0.002623911803,0.008725793003,0.008725793003,0.000436291314,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6,1
1413393887655760640,7,1,1,0,1,0.001454499585,0.000125344775,-0.002497195094,-0.010421845984,-0.037859408321,-0.013971722853,-0.006303218682,-0.807122237691,-0.000645623915,0.590350358710,0.999999227301,0.000270986176,0.001213245202,-0.000270674530,0.999999930336,-0.000257026326,-0.001213314768,0.000256697732,0.999999230986,0.999734298380,-0.000082210733,0.001298644978,0.000060251441,0.999764255340,-0.001253911721,-0.001247113372,0.001187097203,0.999606916241,0.999999186829,-0.000070466031,0.001273332201,0.000072020565,0.999999252187,-0.001220834993,-0.001273245221,0.001220925707,0.999998444092,0.999999186829,-0.000070466031,0.001273332201,0.000072020565,0.999999252187,-0.001220834993,-0.001273245221,0.001220925707,0.999998444092,0.101154101467,0.101154101525,0.001062876922,0.000891158104,0.000531527953,0.000000000000,0.000855471108,0.005701799262,0.001543295204,-0.001284145849,-0.008493064243,0.002166331176,0.008858564306,0.008858564306,0.000442927793,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6,1
1413393887705760512,8,1,1,0,1,0.001235581928,-0.000409972437,-0.002994486297,-0.008051939852,-0.019361135669,-0.006860630418,-0.006237083110,-0.807292757501,-0.000351604884,0.590118105853,0.999999186829,-0.000070466031,0.001273332201,0.000072020565,0.999999252187,-0.001220834993,-0.001273245221,0.001220925707,0.999998444092,0.999830910313,-0.000547912400,0.001187674420,0.000521747380,0.999842924248,-0.001162296417,-0.001094398867,0.001048800186,0.999706003468,0.999999205679,-0.000534278763,0.001141572636,0.000535540789,0.999999245537,-0.001105495913,-0.001140981131,0.001106106394,0.999998737345,0.999999205679,-0.000534278763,0.001141572636,0.000535540789,0.999999245537,-0.001105495913,-0.001140981131,0.001106106394,0.999998737345,0.096069838149,0.096069838164,0.000773546438,0.000617235391,0.000386826205,0.000000000000,0.001240154677,0.008473046377,0.000800539447,-0.006104447107,-0.008912890509,-0.000571500920,0.010818063829,0.010818063829,0.000540902676,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6,1
1413393887755760384,9,1,1,0,1,0.001097815174,-0.000584832638,-0.003247471088,-0.008254777472,-0.025962829079,-0.018349306618,-0.006203966866,-0.807062297371,-0.000370310704,0.590433587991,0.999999205679,-0.000534278763,0.001141572636,0.000535540789,0.999999245537,-0.001105495913,-0.001140981131,0.001106106394,0.999998737345,1.000126850435,-0.000544398558,0.001407524399,0.000520345042,1.000145725976,-0.001094297467,-0.001408430480,0.001048516466,1.000015740032,0.999998867299,-0.000531527863,0.001408147248,0.000533036121,0.999999284485,-0.001070935371,-0.001407577009,0.001071684752,0.999998435108,0.999998867299,-0.000531527863,0.001408147248,0.000533036121,0.999999284485,-0.001070935371,-0.001407577009,0.001071684752,0.999998435108,0.105851669672,0.105851669658,0.000397694792,0.000291752651,0.000198833210,0.000000000000,0.000830753180,0.005237335658,0.000429038011,-0.005529311008,-0.007988050927,-0.004280540235,0.010616273477,0.010616273477,0.000530813168,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,6,1
1413393887805760256,10,1,1,0,1,0.001011064311,-0.000918875221,-0.003658385827,-0.006946227559,-0.026252276723,-0.024714756787,-0.006188196295,-0.807220236291,-0.000411434405,0.590217779358,0.999998867299,-0.000531527863,0.001408147248,0.000533036121,0.999999284485,-0.001070935371,-0.001407577009,0.001071684752,0.999998435108,0.999801530113,-0.000462466342,0.001444904622,0.000449736238,0.999838831760,-0.000702676885,-0.001300507726,0.000711462318,0.999672344719,0.999998953282,-0.000455725728,0.001373225675,0.000456696834,0.999999645832,-0.000706940441,-0.001372903018,0.000707566849,0.999998807243,0.999998953282,-0.000455725728,0.001373225675,0.000456696834,0.999999645832,-0.000706940441,-0.001372903018,0.000707566849,0.999998807243,0.092273681401,0.092273681416,0.000852915366,0.000684557000,0.000426522029,0.000000000000,0.001070994167,0.006905563518,0.000678910744,-0.005356924997,-0.009854179539,-0.004259764192,0.011997795247,0.011997795247,0.000599889190,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,5,1
